# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']
3.379329316371285419e+00,1.862332510427222587e-11,2.704466804937016633e+00,4.367625482029094286e+00,3.759456182117610457e+00,-3.260117558219599587e-01,2.395468029457762604e+00,4.754733255629846056e-01
3.885198007627330696e+00,5.235987755772626429e-01,3.200834364923609066e+00,4.892663824827137020e+00,4.021975462203342566e+00,-8.266388311869293792e-02,2.656550634257527133e+00,1.487210708075075161e+00
4.391066698993909334e+00,1.047197551194109622e+00,3.697201925021742941e+00,5.417702168031279797e+00,4.284494742465800421e+00,1.606839894767544963e-01,2.917633239086332431e+00,2.498948090808232436e+00
4.896935390410654065e+00,1.570796326810956600e+00,4.193569485170050903e+00,5.942740511583174623e+00,4.547014022875810468e+00,4.040318619331908501e-01,3.178715843915137729e+00,3.510685473641721899e+00
5.402804081875532738e+00,2.094395102427803579e+00,4.689937045365478063e+00,1.845935483032228319e-01,4.809533303433366491e+00,6.473797342485911877e-01,3.439798448743942583e+00,4.522422856571479244e+00
5.908672773334399331e+00,2.617993877986442897e+00,5.186304605555899450e+00,7.096318924923821214e-01,5.072052584109360218e+00,8.907276063979214786e-01,3.700881053543644050e+00,5.534160239489212429e+00
1.313561577220516696e-01,3.141592653603289875e+00,5.682672165854701696e+00,1.234670237087463818e+00,5.334571864961993093e+00,1.134075478437366336e+00,3.961963658372448904e+00,2.627123154441033392e-01
6.372248493372936196e-01,3.665191429220136854e+00,6.179039726200485028e+00,1.759708582030127033e+00,5.597091145962092895e+00,1.377423350335731378e+00,4.223046263201316819e+00,1.274449698674587239e+00
1.143093540948680875e+00,4.188790204778776172e+00,3.922219793648578090e-01,2.284746927262400362e+00,5.859610427080675699e+00,1.620771222070144679e+00,4.484128868001018731e+00,2.286187081897361750e+00
1.648962232664369587e+00,4.712388980395623150e+00,8.885895398110923438e-01,2.809785272900564124e+00,6.122129708375880774e+00,1.864119093690625562e+00,4.745211472829824473e+00,3.297924465328739174e+00
2.154830924430346073e+00,5.235987756012470129e+00,1.384957100307617317e+00,3.334823618886527896e+00,1.014636826390766799e-01,2.107466965172210660e+00,5.006294077658565378e+00,4.309661848860692146e+00
2.660699616191958938e+00,5.759586531571109447e+00,1.881324660801793058e+00,3.859861965161556441e+00,3.639829642000700360e-01,2.350814836489609316e+00,5.267376682458394299e+00,5.321399232383917877e+00
-3.116616999121589071e+00,8.370193427253980190e-12,-3.905493085781215346e+00,4.384900311842566900e+00,6.265022459377341812e-01,-3.689022599486424969e+00,-7.547260198923235741e-01,-6.233233998243178142e+00
-2.610748307205008611e+00,5.235987756252171721e-01,-3.409125525134088175e+00,4.909938658871596751e+00,8.890215278230857443e-01,-3.445674728421620703e+00,-4.936434150636457296e-01,-5.221496614410017223e+00
-2.104879615292927664e+00,1.047197551183856490e+00,-2.912757964489443019e+00,5.434977006189531501e+00,1.151540809826568701e+00,-3.202326857521047732e+00,-2.325608102638172525e-01,-4.209759230585855327e+00
-1.599010923276167340e+00,1.570796326800703469e+00,-2.416390403742142645e+00,5.960015353913667546e+00,1.414060092006831804e+00,-2.958978986734173144e+00,2.852179456492454079e-02,-3.198021846552334679e+00
-1.093142231207472559e+00,2.094395102417550447e+00,-1.920022842941900620e+00,2.018683948055635113e-01,1.676579374334447259e+00,-2.715631116084311625e+00,2.896043993937928995e-01,-2.186284462414945118e+00
-5.872735391467055477e-01,2.617993877976189765e+00,-1.423655282149577594e+00,7.269067431665501289e-01,1.939098656780495533e+00,-2.472283245602403756e+00,5.506870041934943671e-01,-1.174547078293411095e+00
-8.140484697961047900e-02,3.141592653593036744e+00,-9.272877212519423651e-01,1.251945091933322374e+00,2.201617939403116342e+00,-2.228935375232331317e+00,8.117696090222996652e-01,-1.628096939592209580e-01
4.244638452396660711e-01,3.665191429209883722e+00,-4.309201603011127979e-01,1.776983441047658374e+00,2.464137222173199859e+00,-1.985587504999128061e+00,1.072852213851104519e+00,8.489276904793321421e-01
9.303325375090955029e-01,4.188790204826730701e+00,6.544740069986521025e-02,2.302021790509547472e+00,2.726656505090740978e+00,-1.742239634904815260e+00,1.333934818679909817e+00,1.860665075018191006e+00
1.436201229768434562e+00,4.712388980385370019e+00,5.618149616897434306e-01,2.827060140260769572e+00,2.989175788126629651e+00,-1.498891764980523789e+00,1.595017423479611285e+00,2.872402459536869124e+00
1.942069922138034421e+00,5.235987756002216997e+00,1.058182522790900304e+00,3.352098490417599663e+00,3.251695071339003373e+00,-1.255543895164038748e+00,1.856100028308479644e+00,3.884139844276068843e+00
2.447938614501732335e+00,5.759586531560856315e+00,1.554550083887153100e+00,3.877136840863867562e+00,3.514214354669777496e+00,-1.012196025513434350e+00,2.117182633108181111e+00,4.895877229003464670e+00
2.953807307025897888e+00,5.632472266370314173e-11,2.050917645140850176e+00,4.402175191774055918e+00,3.776733638206194676e+00,-7.688481559495832229e-01,2.378265237966090240e+00,5.907614614051795776e+00
3.459675999487985099e+00,5.235987756149640404e-01,2.547285206334486407e+00,4.927213542915447775e+00,4.039252921831896437e+00,-5.255002865786695398e-01,2.639347842765727759e+00,6.361666917963839651e-01
3.965544691999834725e+00,1.047197551173603358e+00,3.043652767577874396e+00,5.452251894403941535e+00,4.301772205604830646e+00,-2.821524173467974128e-01,2.900430447565556236e+00,1.647904076820083219e+00
4.471413384622323406e+00,1.570796326790450337e+00,3.540020328932933058e+00,5.977290246298366583e+00,4.564291489554414660e+00,-3.880454822250556379e-02,3.161513052394361090e+00,2.659641462065060580e+00
4.977282077347193301e+00,2.094395102465504976e+00,4.036387890387326927e+00,2.191432914189999082e-01,4.826810773680578315e+00,2.045433207860204994e-01,3.422595657252206713e+00,3.671378847514800370e+00
5.483150769951394388e+00,2.617993877965936633e+00,4.532755451723068596e+00,7.441816438917872034e-01,5.089330057866709112e+00,4.478911895723443060e-01,3.683678262022867411e+00,4.683116232723202543e+00
5.989019462724181508e+00,3.141592653582783612e+00,5.029123013228419481e+00,1.269219996828423902e+00,5.351849342258449660e+00,6.912390582800830297e-01,3.944760866851736214e+00,5.694853618268776785e+00
2.117028483637151126e-01,3.665191429199630591e+00,5.525490574778070929e+00,1.794258350112738043e+00,5.614368626797712203e+00,9.345869268450703871e-01,4.205843471680477563e+00,4.234056967274302252e-01
7.175715412327186016e-01,4.188790204816477569e+00,6.021858136377606918e+00,2.319296703744209154e+00,5.876887911484237392e+00,1.177934795271120549e+00,4.466926076509346366e+00,1.435143082465437203e+00
1.223440234095940049e+00,4.712388980375116887e+00,2.350403907927907099e-01,2.844335057665125177e+00,6.139407196289170976e+00,1.421282663531425072e+00,4.728008681308984329e+00,2.446880468191880098e+00
1.729308927067254587e+00,5.235987755991963866e+00,7.314079524956529355e-01,3.369373411991382739e+00,1.187411740908723701e-01,1.664630531681912995e+00,4.989091286137853132e+00,3.458617854134509173e+00
2.235177620086796324e+00,5.759586531608810844e+00,1.227775514245717403e+00,3.894411766665140107e+00,3.812604592195976139e-01,1.907978399691642180e+00,5.250173890966657986e+00,4.470355240173592648e+00
-3.542138994021078346e+00,4.607159098668489605e-11,-4.559042231130611356e+00,4.419450121686266719e+00,6.437797444956911974e-01,-4.131859039614963258e+00,-7.719288113841229482e-01,-8.010926808625704609e-01
-3.036270300959597268e+00,5.235987756047109087e-01,-4.062674669338607103e+00,4.944488476996408366e+00,9.062990298899789021e-01,-3.888511171911955167e+00,-5.108462065843584199e-01,-6.072540601919194536e+00
-2.530401607841760825e+00,1.047197551163350226e+00,-3.566307107487197481e+00,5.469526832654016069e+00,1.168818315431686017e+00,-3.645163304341553889e+00,-2.497636017846569523e-01,-5.060803215683521650e+00
-2.024532914565502661e+00,1.570796326838404866e+00,-3.069939545481415344e+00,5.994565188775368370e+00,1.431337601178952257e+00,-3.401815436859833675e+00,1.131900307325217625e-02,-4.049065829131005323e+00
-1.518664221353367871e+00,2.094395102397044184e+00,-2.573571983538756935e+00,2.364182379481629681e-01,1.693856887015419144e+00,-3.158467569572977141e+00,2.724016078728896950e-01,-3.037328442706735743e+00
-1.012795528085388863e+00,2.617993877955683502e+00,-2.077204421537205192e+00,7.614565946474662894e-01,1.956376172999034990e+00,-2.915119702418961456e+00,5.334842126727181721e-01,-2.025591056170777726e+00
-5.069268347149128440e-01,3.141592653572530480e+00,-1.580836859436205444e+00,1.286494951752525928e+00,2.218895459159216266e+00,-2.671771835380551074e+00,7.945668175015234702e-01,-1.013853669429825688e+00
-1.058141238003962314e-03,3.665191429247585120e+00,-1.084469297229772700e+00,1.811533309263202440e+00,2.481414745495893470e+00,-2.428423968453735426e+00,1.055649422359368650e+00,-2.116282476007924629e-03
5.048105521784580496e-01,4.188790204806224438e+00,-5.881017350807642430e-01,2.336571667004477604e+00,2.743934031921558159e+00,-2.185076101717884800e+00,1.316732027159133622e+00,1.009621104356916099e+00
1.010679245643015367e+00,4.712388980364863755e+00,-9.173417288466823027e-02,2.861610025093009213e+00,3.006453318494539673e+00,-1.941728235122784474e+00,1.577814631958898595e+00,2.021358491286030734e+00
1.516547939272464340e+00,5.235987756039918395e+00,4.046333894753125771e-01,3.386648383645585625e+00,3.268972605273232190e+00,-1.698380368610028945e+00,1.838897236816680270e+00,3.033095878544928681e+00
2.022416632837149564e+00,5.759586531598557713e+00,9.010009517715297234e-01,3.911686742428470254e+00,3.531491892140768751e+00,-1.455032502292404883e+00,2.099979841616508303e+00,4.044833265674299128e+00
2.528285326450308013e+00,6.283185307157197030e+00,1.397368514115212790e+00,4.436725101558959494e+00,3.794011179155795777e+00,-1.211684636115319513e+00,2.361062446416146265e+00,5.056570652900616025e+00
3.034154020175606981e+00,5.235987755944577771e-01,1.893736076573067528e+00,4.961763461094612637e+00,4.056530466347094688e+00,-9.683367700438849646e-01,2.622145051245014624e+00,6.068308040351213961e+00
3.540022713947092559e+00,1.047197551211304756e+00,2.390103639075077613e+00,5.486801820977593280e+00,4.319049753685746396e+00,-7.249889041151326152e-01,2.883227656073819922e+00,7.968601207145988852e-01
4.045891407768699821e+00,1.570796326828151734e+00,2.886471201627208938e+00,6.011840181207759315e+00,4.581569041171682954e+00,-4.816410383250571137e-01,3.144310260902625220e+00,1.808597508357813410e+00
4.551760101586284968e+00,2.094395102386791052e+00,3.382838764177347635e+00,2.536932345473044137e-01,4.844088328775791652e+00,-2.382931726986902699e-01,3.405392865702326244e+00,2.820334895992983704e+00
5.057628795451829973e+00,2.617993877945430370e+00,3.879206326774423008e+00,7.787315954134754747e-01,5.106607616527110594e+00,5.054692786918169034e-03,3.666475470502091216e+00,3.832072283724073714e+00
