# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio12/01/202200:00
2.030178252637396596e+00,5.759586531525904718e+00,9.568272039468412871e-01,1.770712677676407054e+00,2.460895049569387538e+00,-3.931012171686937839e-01,3.206539223462284482e+00,4.060356505274793193e+00
2.536047374738206628e+00,6.283185307142751697e+00,1.453195194580705341e+00,2.295753815218656513e+00,2.723415498149243774e+00,-1.497543902518188585e-01,3.467621828286327812e+00,5.072094749476413256e+00
-3.241268810186516802e+00,5.235987756964277651e-01,-4.333622121810947192e+00,2.820794953106695147e+00,2.985935946881901781e+00,-6.189592870536650082e+00,-2.554480874010881308e+00,-1.993523131934473724e-01
-2.735399688231331616e+00,1.047197551080444100e+00,-3.837254131316658601e+00,3.345836090874589885e+00,3.248456395534396357e+00,-5.946246043884776178e+00,-2.293398269302872272e+00,-5.470799376462663233e+00
-2.229530565904505046e+00,1.570796326813706401e+00,-3.340886140458805720e+00,3.870877229222102756e+00,3.510976844456608514e+00,-5.702899217154345557e+00,-2.032315664420621282e+00,-4.459061131809010092e+00
4.559523863535316579e+00,2.094395102430553379e+00,3.438667157518100481e+00,4.395918367682538630e+00,3.773497293415192910e+00,8.236329166293412385e-01,-1.771233059596451831e+00,2.835862419891046926e+00
5.065392985716510310e+00,2.617993877930985036e+00,3.935035148236384117e+00,4.920959506255623950e+00,4.036017742410012765e+00,1.066979743094802480e+00,-1.510150454830235134e+00,3.847600664253434388e+00
5.571262108156986415e+00,3.141592653664247337e+00,4.431403139207883868e+00,5.446000645291876552e+00,4.298538191616327886e+00,1.310326569584690404e+00,-1.249067849947984143e+00,4.859338909134386597e+00
6.077131230526802597e+00,3.665191429281094315e+00,4.927771130112770237e+00,5.971041784441007749e+00,4.561058640858995261e+00,1.553673395944204394e+00,-9.879852451238138045e-01,5.871077153874018961e+00
2.998150456423065435e-01,4.188790204781525972e+00,5.424139120944946768e+00,2.128976165234277573e-01,4.823579090138014003e+00,1.797020222169281922e+00,-7.269026403577250051e-01,5.996300912846130871e-01
8.056841680840705067e-01,4.712388980398372951e+00,5.920507111919764753e+00,7.379387561318875299e-01,5.086099539570174244e+00,2.040367048364533531e+00,-4.658200355336816756e-01,1.611368336168141013e+00
1.311553290567266217e+00,5.235987756015219929e+00,1.336897957584426422e-01,1.262979895969357003e+00,5.348619989096754068e+00,2.283713874483440875e+00,-2.047374307093852153e-01,2.623106581134532433e+00
1.817422412975982837e+00,5.759586531515651586e+00,6.300577867042491675e-01,1.788021035919914681e+00,5.611140438659794505e+00,2.527060700468055643e+00,5.634517405670358414e-02,3.634844825951965674e+00
