# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']
3.573535344791575419e+00,1.570796326784602570e+00,4.203081860619748866e+00,6.123089997918880201e-01,1.880056183749669207e+00,1.758434449337386463e+00,-4.573227740151604159e-01,8.638853824035646056e-01
4.079403608333130649e+00,2.094395102459657210e+00,4.699448992896670063e+00,1.137344172005122722e+00,2.142574090631359063e+00,2.001783689187248694e+00,-1.962401691572512874e-01,1.875621909486675065e+00
4.585271871756654960e+00,2.617993877960088867e+00,5.195816125056550661e+00,1.662379344477645127e+00,2.405091997617956778e+00,2.245132928749974610e+00,6.484243561353641994e-02,2.887358436333723688e+00
5.091140135353565910e+00,3.141592653576935845e+00,5.692183257390851736e+00,2.187414517500865685e+00,2.667609904855166914e+00,2.488482168171283426e+00,3.259250404425322323e-01,3.899094963527545588e+00
5.597008399001607515e+00,3.665191429193782824e+00,6.188550389774249538e+00,2.712449690958614212e+00,2.930127812284903932e+00,2.731831407387005139e+00,5.870076452714005910e-01,4.910831490823628798e+00
6.102876662704461275e+00,4.188790204810629803e+00,4.017322150328661579e-01,3.237484864850502575e+00,3.192645719906971546e+00,2.975180646401022422e+00,8.480902501003328986e-01,5.922568018229336317e+00
3.255596192266212441e-01,4.712388980369269120e+00,8.980993474709864088e-01,3.762520039118561144e+00,3.455163627692386275e+00,3.218529885186400374e+00,1.109172854900097427e+00,6.511192384532424882e-01
8.314278830392254349e-01,5.235987755986116099e+00,1.394466480018941468e+00,4.287555213878821547e+00,3.717681535699161266e+00,3.461879123797097613e+00,1.370255459729093239e+00,1.662855766078450870e+00
1.337296146908930616e+00,5.759586531602963078e+00,1.890833612625009152e+00,4.812590389073443831e+00,3.980199443898377432e+00,3.705228362208275783e+00,1.631338064558025103e+00,2.674592293817861233e+00
1.843164410833699307e+00,4.022382427137927152e-11,2.387200745286143899e+00,5.337625564702422665e+00,4.242717352290028998e+00,3.948577600417909395e+00,1.892420669386893906e+00,3.686328821667398614e+00
2.349032674753038563e+00,5.235987755988631420e-01,2.883567877940834023e+00,5.862660740707283935e+00,4.505235260844880685e+00,4.191926838394746113e+00,2.153503274186722383e+00,4.698065349506077126e+00
2.854900938729223014e+00,1.047197551157502460e+00,3.379935010653374761e+00,1.045106099666401889e-01,4.767753169592029217e+00,4.435276076171962067e+00,2.414585878986614365e+00,5.709801877458446029e+00
3.360769202874982042e+00,1.570796326832557099e+00,3.876302143534500644e+00,6.295457869564522468e-01,5.030271078589869660e+00,4.678625313803898678e+00,2.675668483844586554e+00,4.383530985703778526e-01
3.866637467017344676e+00,2.094395102449404078e+00,4.372669276412210593e+00,1.154580964322120096e+00,5.292788987750891572e+00,4.921974551205094528e+00,2.936751088673518861e+00,1.450089626855103120e+00
4.372505731104197935e+00,2.617993877949835735e+00,4.869036409237454066e+00,1.679616142005428969e+00,5.555306897045990233e+00,5.165323788352550238e+00,3.197833693444306569e+00,2.461826155028809637e+00
4.878373995356435344e+00,3.141592653566682714e+00,5.365403542225038791e+00,2.204651320239451096e+00,5.817824806591697318e+00,5.408673025350626773e+00,3.458916298273238876e+00,3.473562683533284456e+00
5.384242259720037893e+00,3.665191429241737353e+00,5.861770675322985014e+00,2.729686498966099606e+00,6.080342716358972055e+00,5.652022262174353884e+00,3.719998903131147561e+00,4.485299212260489554e+00
5.890110524027878824e+00,4.188790204800376671e+00,7.495250118860319333e-02,3.254721678010103147e+00,5.967531908058987256e-02,5.895371498744237826e+00,3.981081507931039543e+00,5.497035740876171417e+00
1.127934812070030546e-01,4.712388980359015989e+00,5.713196342826645235e-01,3.779756857488251853e+00,3.221932291741174126e-01,6.138720735108528004e+00,4.242164112730931080e+00,2.255869624140061092e-01
6.186617457394820718e-01,5.235987756034070628e+00,1.067686767551514038e+00,4.304792037517334080e+00,5.847111395183608451e-01,9.888466415214125504e-02,4.503246717588840653e+00,1.237323491478964144e+00
1.124530010210095909e+00,5.759586531592709946e+00,1.564053900758487714e+00,4.829827217863744693e+00,8.472290499965211552e-01,3.422339001154277582e-01,4.764329322388731747e+00,2.249060020420191819e+00
1.630398274792076219e+00,2.997069259436102584e-11,2.060421034075808677e+00,5.354862398702732840e+00,1.109746960696216700e+00,5.855831359044081363e-01,-1.257773379961985682e+00,3.260796549584152437e+00
2.136266539372561724e+00,5.235987755886100103e-01,2.556788167392660682e+00,5.879897579917367167e+00,1.372264871558984467e+00,8.289323714646924524e-01,-9.966907751620937006e-01,4.272533078745123447e+00
2.642134804064286691e+00,1.047197551205456989e+00,3.053155300819725859e+00,1.217474544448506890e-01,1.634782782643216636e+00,1.072281606850623792e+00,-7.356081703331618371e-01,5.284269608128573381e+00
3.148003068813104210e+00,1.570796326822303968e+00,3.549522434304908547e+00,6.467826365861348847e-01,1.897300693919802717e+00,1.315630842037171400e+00,-4.745255655042930343e-01,1.282083044662218896e-02
3.653871333616603323e+00,2.094395102439150946e+00,4.045889567844765722e+00,1.171817819161246277e+00,2.159818605388548196e+00,1.558980077022120714e+00,-2.134429606752976660e-01,1.024557360053620414e+00
4.159739598358746626e+00,2.617993877939582603e+00,4.542256701323266199e+00,1.696853002054139914e+00,2.422336516991429267e+00,1.802329311747461915e+00,4.763964409542698064e-02,2.036293889537907020e+00
4.665607863326511229e+00,3.141592653614637243e+00,5.038623835025355824e+00,2.221888185555844331e+00,2.684854428873960419e+00,2.045678546354659844e+00,3.087222489533991698e-01,3.048030419473436226e+00
5.171476128294937524e+00,3.665191429231484221e+00,5.534990968730139294e+00,2.746923369433268647e+00,2.947372340919593992e+00,2.289027780735308770e+00,5.698048537823319215e-01,4.059766949410288817e+00
5.677344393261996025e+00,4.188790204790123539e+00,6.031358102434564827e+00,3.271958553686399540e+00,3.209890253128323767e+00,2.532377014887385425e+00,8.308874585822234593e-01,5.071503479344405818e+00
6.183212658338383960e+00,4.712388980406970518e+00,2.445399290667138459e-01,3.796993738432027143e+00,3.472408165558543036e+00,2.775726248863198187e+00,1.091970063411092262e+00,6.083240009497181688e+00
4.058956162901194986e-01,5.235987756023817496e+00,7.409070629333776026e-01,4.322028923611679119e+00,3.734926078181015630e+00,3.019075482637592067e+00,1.353052668239960621e+00,8.117912325802389972e-01
9.117638814199446884e-01,5.759586531582456814e+00,1.237274196799552861e+00,4.847064109166884904e+00,3.997443990966505378e+00,3.262424716183374596e+00,1.614135273039852603e+00,1.823527762839889377e+00
1.417632146662909598e+00,1.971756091734278016e-11,1.733641330778873169e+00,5.372099295214306736e+00,4.259961903973342068e+00,3.505773949556857172e+00,1.875217877868847971e+00,2.835264293325819196e+00
1.923500411957121514e+00,5.235987756365645396e-01,2.230008464807422541e+00,5.897134481696104658e+00,4.522479817172605721e+00,3.749123182725070613e+00,2.136300482697653269e+00,3.847000823914243028e+00
2.429368677253775033e+00,1.047197551195203857e+00,2.726375598841441317e+00,1.389843613737156147e-01,4.784997730534806593e+00,3.992472415668698815e+00,2.397383087497544807e+00,4.858737354507550066e+00
2.935236942661788362e+00,1.570796326812050836e+00,3.222742732985810932e+00,6.640195487233544469e-01,5.047515644118464984e+00,4.235821648438147236e+00,2.658465692326413610e+00,5.870473885323576724e+00
3.441105208122449355e+00,2.094395102428897815e+00,3.719109867181803253e+00,1.189054736506708565e+00,5.310033557894216827e+00,4.479170881004068683e+00,2.919548297155408978e+00,5.990251090653124777e-01
3.946973473579959091e+00,2.617993877987537132e+00,4.215477001374656751e+00,1.714089924665941567e+00,5.572551471833143033e+00,4.722520113339587766e+00,3.180630901955237455e+00,1.610761639980331950e+00
4.452841739152765044e+00,3.141592653604384111e+00,4.711844135683813661e+00,2.239125113317459892e+00,5.835069385993446822e+00,4.965869345504951404e+00,3.441713506784105814e+00,2.622498171125943855e+00
4.958710004780250813e+00,3.665191429221231090e+00,5.208211270047652164e+00,2.764160302402666858e+00,6.097587300345828965e+00,5.209218577468845979e+00,3.702796111613101626e+00,3.634234702380915394e+00
5.464578270404709670e+00,4.188790204779870407e+00,5.704578404408461978e+00,3.289195491863853960e+00,7.691990768184719940e-02,5.452567809202426119e+00,3.963878716412866599e+00,4.645971233629833108e+00
5.970446536140149973e+00,4.712388980396717386e+00,6.200945538879244268e+00,3.814230681817043944e+00,3.394378224186853643e-01,5.695917040761689698e+00,4.224961321241798018e+00,5.657707765100713715e+00
1.931294947509307747e-01,5.235987756013564365e+00,4.141273662253581733e-01,4.339265872204151719e+00,6.019557373477129048e-01,5.939266272119631651e+00,4.486043926070730770e+00,3.862589895018615493e-01
6.989977605419603890e-01,5.759586531572203683e+00,9.104945007537423862e-01,4.864301062966823963e+00,8.644736524397540478e-01,6.182615503251160050e+00,4.747126530870622751e+00,1.397995521083920778e+00
1.204866026442313220e+00,9.464429240324534476e-12,1.406861635389446974e+00,5.389336254221855249e+00,1.126991567753204748e+00,1.427794270269671095e-01,-1.274976171480095122e+00,2.409732052884626441e+00
1.710734292397597001e+00,5.235987756263114079e-01,1.903228770080064303e+00,5.914371445910773240e+00,1.389509483258826839e+00,3.861286577810681964e-01,-1.013893566651226319e+00,3.421468584795194001e+00
2.216602558353411911e+00,1.047197551184950726e+00,2.399595904773228927e+00,1.562213307955220287e-01,1.652027398927385482e+00,6.294778883087168708e-01,-7.528109618513347812e-01,4.433205116706823823e+00
2.722470824418297575e+00,1.570796326801797704e+00,2.895963039573448139e+00,6.812565233519309871e-01,1.914545314817208910e+00,8.728271186601275211e-01,-4.917283570223389688e-01,5.444941648836595149e+00
3.228339090538493661e+00,2.094395102418644683e+00,3.392330174428984879e+00,1.206291716342581921e+00,2.177063230899379143e+00,1.116176348810461016e+00,-2.306457521935341148e-01,1.734928738974010898e-01
3.734207356657060828e+00,2.617993877977284001e+00,3.888697309283894121e+00,1.731326909708494455e+00,2.439581147144405993e+00,1.359525578732272866e+00,3.043685260635742296e-02,1.185229406134535424e+00
4.240075622889017737e+00,3.141592653594130979e+00,4.385064444252192217e+00,2.256362103566704747e+00,2.702099063610807317e+00,1.602874808482064095e+00,2.915194574352262258e-01,2.196965938598449242e+00
4.745943889175646468e+00,3.665191429210977958e+00,4.881431579275171018e+00,2.781397297858497097e+00,2.964616980269222601e+00,1.846224038030484849e+00,5.526020622642215940e-01,3.208702471171706705e+00
5.251812155457090014e+00,4.188790204769617276e+00,5.377798714291946780e+00,3.306432492526026223e+00,3.227134897090730092e+00,2.089573267346599650e+00,8.136846670640505153e-01,4.220439003734593797e+00
5.757680421851795849e+00,4.712388980386464254e+00,5.874165849421987495e+00,3.831467687685707446e+00,3.489652814133536118e+00,2.332922496490655195e+00,1.074767271892918874e+00,5.232175536524005466e+00
6.263548688303332668e+00,5.235987756003311233e+00,8.734767743027926912e-02,4.356502883279061322e+00,3.752170731368400070e+00,2.576271725435463011e+00,1.335849876721851182e+00,6.243912069427079103e+00
4.862316476302090962e-01,5.759586531620158212e+00,5.837148126730919984e-01,4.881538079306212197e+00,4.014688648795383230e+00,2.819620954179060224e+00,1.596932481550783045e+00,9.724632952604181924e-01
9.920999141313577852e-01,6.283185307178797530e+00,1.080081947909565798e+00,5.406573275708936421e+00,4.277206566385373776e+00,3.062970182690321508e+00,1.858015086350611966e+00,1.984199828262715570e+00
1.497968180747674793e+00,5.235987756160582762e-01,1.576449083262231987e+00,5.931608472603647542e+00,4.539724484196576704e+00,3.306319411031527711e+00,2.119097691179543386e+00,2.995936361495349587e+00
2.003836447360704653e+00,1.047197551174697594e+00,2.072816218611595929e+00,1.734583626943315693e-01,4.802242402170777247e+00,3.549668639142445237e+00,2.380180295979372307e+00,4.007672894721409307e+00
2.509704714143049742e+00,1.570796326849752234e+00,2.569183354129274122e+00,6.984935605147750692e-01,5.064760320395282456e+00,3.793017867108365415e+00,2.641262900837407557e+00,5.019409428286099484e+00
3.015572980866059183e+00,2.094395102408391551e+00,3.065550489588632743e+00,1.223528758652676629e+00,5.327278238753733852e+00,4.036367094817004286e+00,2.902345505637172529e+00,6.031145961732118366e+00
3.521441247643739558e+00,2.617993877967030869e+00,3.561917625102646312e+00,1.748563957224062548e+00,5.589796157304143698e+00,4.279716322324357947e+00,3.163428110437064511e+00,7.596971881078928845e-01
4.027309514534552548e+00,3.141592653583877848e+00,4.058284760729801377e+00,2.273599156287387402e+00,5.852314076075737503e+00,4.523065549659667006e+00,3.424510715266059879e+00,1.771433721889518864e+00
4.533177781534813988e+00,3.665191429258932487e+00,4.554651896464381622e+00,2.798634355843020671e+00,6.114831995068700010e+00,4.766414776819066113e+00,3.685593320123969008e+00,2.783170255890041744e+00
5.039046048419059787e+00,4.188790204759364144e+00,5.051019032084958837e+00,3.323669555657360775e+00,9.416460698664419482e-02,5.009764003693891965e+00,3.946675924894757159e+00,3.794906789658533341e+00
5.544914315474770206e+00,4.712388980376211123e+00,5.547386167877004226e+00,3.848704756021945173e+00,3.566825263345094754e-01,5.253113230425865865e+00,4.207758529723689023e+00,4.806643323769954179e+00
6.050782582585405578e+00,5.235987755993058101e+00,6.043753303723981674e+00,4.373739956820223540e+00,6.192004458744335693e-01,5.496462456956723308e+00,4.468841134552620886e+00,5.818379857991224924e+00
2.734655425693457431e-01,5.759586531609905080e+00,2.569351324432442851e-01,4.898775158052185219e+00,8.817183656064111474e-01,5.739811683284441912e+00,4.729923739381552750e+00,5.469310851386914862e-01
7.793338097317459301e-01,6.283185307168544398e+00,7.533022683419865473e-01,5.423810359659739788e+00,1.144236285501396111e+00,5.983160909384052317e+00,4.991006344181317722e+00,1.558667619463491860e+00
1.285202077005116461e+00,5.235987756058051446e-01,1.249669404350675528e+00,5.948845561759037892e+00,1.406754205617461340e+00,-5.667517187000492562e-02,-1.031096358169335758e+00,2.570404154010232922e+00
1.791070344335444320e+00,1.047197551222652123e+00,1.746036540417344129e+00,1.906954571124090947e-01,1.669272125925565842e+00,1.866740538564756191e-01,-7.700137533404043388e-01,3.582140688670888640e+00
2.296938611720690915e+00,1.570796326839499102e+00,2.242403676538933244e+00,7.157306600790107609e-01,1.931790046425700513e+00,4.300232793818798971e-01,-5.089311485114715872e-01,4.593877223441381830e+00
2.802806879100621096e+00,2.094395102398138420e+00,2.738770812654180986e+00,1.240765863421042781e+00,2.194307967088757749e+00,6.733725046750848042e-01,-2.478485437116431100e-01,5.605613758201242192e+00
3.308675146539536094e+00,2.617993877956777737e+00,3.235137948830444365e+00,1.765801067196703045e+00,2.456825887943835607e+00,9.167217297712960677e-01,1.323406108818492299e-02,3.341649858994859557e-01
3.814543414143692246e+00,3.141592653631832377e+00,3.731505085168910441e+00,2.290836271522397993e+00,2.719343809049136418e+00,1.160070954718571024e+00,2.743166659462210610e-01,1.345901521107798260e+00
4.320411681688512751e+00,3.665191429190471695e+00,4.227872221449049839e+00,2.815871476165414222e+00,2.981861730288303480e+00,1.403420179408694457e+00,5.353992707459860334e-01,2.357638056197439269e+00
4.826279949292064941e+00,4.188790204749111012e+00,4.724239357789951299e+00,3.340906681241776255e+00,3.244379651719346835e+00,1.646769403901724882e+00,7.964818755458775712e-01,3.369374591404543651e+00
5.332148217006839275e+00,4.712388980365957991e+00,5.220606494241058826e+00,3.865941886810064787e+00,3.506897573371557719e+00,1.890118628220865515e+00,1.057564480374809435e+00,4.381111126834092317e+00
5.838016484832837527e+00,5.235987756041012631e+00,5.716973630802383077e+00,4.390977092870270937e+00,3.769415495244929470e+00,2.133467852366128348e+00,1.318647085232781624e+00,5.392847662486088822e+00
6.069944541953109507e-02,5.759586531599651948e+00,6.213340767304988077e+00,4.916012299247379147e+00,4.031933417251953422e+00,2.376817076254082561e+00,1.579729690032673606e+00,1.213988908390621901e-01
5.665677132388253767e-01,6.283185307158291266e+00,4.265225966800132440e-01,5.441047506058175998e+00,4.294451339451024197e+00,2.620166299939071131e+00,1.840812294832502083e+00,1.133135426477650753e+00
1.072435981229708624e+00,5.235987756537596738e-01,9.228897334062224900e-01,5.966082713419197603e+00,4.556969261900406742e+00,2.863515523481403591e+00,2.101894899690410767e+00,2.144871962459417247e+00
1.578304249162651551e+00,1.047197551212398992e+00,1.419256870076506694e+00,2.079326139172543719e-01,4.819487184483299380e+00,3.106864746768359886e+00,2.362977504490366254e+00,3.156608498325303103e+00
2.084172517205036712e+00,1.570796326829245970e+00,1.915624006854208972e+00,7.329678220870228245e-01,5.082005107287454138e+00,3.350213969879573206e+00,2.624060109319235057e+00,4.168345034410073424e+00
2.590040785246040755e+00,2.094395102387885288e+00,2.411991143631539103e+00,1.258003030631982710e+00,5.344523030254402229e+00,3.593563192762688097e+00,2.885142714119063090e+00,5.180081570492081511e+00
3.095909053398138155e+00,2.617993878004732267e+00,2.908358280518953620e+00,1.783038239668666591e+00,5.607040953442408160e+00,3.836912415471920745e+00,3.146225318947995397e+00,6.191818106796276311e+00
3.601777321605149851e+00,3.141592653621579245e+00,3.404725417461284209e+00,2.308073449138859701e+00,5.869558876822366322e+00,4.080261637980204803e+00,3.407307923776927261e+00,9.203693360307134697e-01
4.107645589812939591e+00,3.665191429180218563e+00,3.901092554406414337e+00,2.833108658984341943e+00,6.132076800365164004e+00,4.323610860262511402e+00,3.668390528576755738e+00,1.932105872446292949e+00
4.613513858073613250e+00,4.188790204738857881e+00,4.397459691403414084e+00,3.358143869263315651e+00,1.114094169203152518e-01,4.566960082341856797e+00,3.929473133376584215e+00,2.943842408967640267e+00
5.119382126503714048e+00,4.712388980413912520e+00,4.893826828568831999e+00,3.883179080092311608e+00,3.739273409052596975e-01,4.810309304276519704e+00,4.190555738234556848e+00,3.955578945827841864e+00
5.625250394930398912e+00,5.235987756030759499e+00,5.390193965730833980e+00,4.408214291296445708e+00,6.364452650529637268e-01,5.053658525981102656e+00,4.451638343063488712e+00,4.967315482681211591e+00
6.131118663355698217e+00,5.759586531589398817e+00,5.886561102892452269e+00,4.933249502875703740e+00,8.989631893634237869e-01,5.297007747457645799e+00,4.712720947863379806e+00,5.979052019531810203e+00
3.538016247127551139e-01,2.665956344571895897e-11,9.974293298483338788e-02,5.458284714946874949e+00,1.161481113895032058e+00,-7.428283384190952354e-01,-1.309381754487337179e+00,7.076032494255102279e-01
8.596698933063477988e-01,5.235987756435065421e-01,5.961100703147512725e-01,5.983319927451491438e+00,1.423999038618553703e+00,-4.994791173151049701e-01,-1.048299149658468821e+00,1.719339786612695598e+00
1.365538161896266312e+00,1.047197551202145860e+00,1.092477207640988324e+00,2.251698331513658502e-01,1.686516963504687050e+00,-2.561298964412882517e-01,-7.872165448585133340e-01,2.731076323792532623e+00
1.871406430541356025e+00,1.570796326760785178e+00,1.588844345022403681e+00,7.502050464645071415e-01,1.949034888582849678e+00,-1.278067576821417806e-02,-5.261339400586853010e-01,3.742812861082712050e+00
2.377274699353964849e+00,2.094395102435839817e+00,2.085211482569314878e+00,1.275240260327731079e+00,2.211552813911242144e+00,2.305685447582672687e-01,-2.650513352007757284e-01,4.754549398707929697e+00
2.883142968108757920e+00,2.617993877994479135e+00,2.581578620060433593e+00,1.800275474507566642e+00,2.474070739373128269e+00,4.739177650295621769e-01,-3.968730400884190601e-03,5.766285936217515840e+00
3.389011236978832997e+00,3.141592653611326114e+00,3.077945757667849946e+00,2.325310689179133306e+00,2.736588665056066461e+00,7.172669851312117872e-01,2.571138744280476729e-01,4.948371667780797623e-01
3.894879505841549516e+00,3.665191429169965431e+00,3.574312895265866707e+00,2.850345904225878968e+00,2.999106590901780223e+00,9.606162049988545837e-01,5.181964792278761500e-01,1.506573704503512801e+00
4.400747774819420144e+00,4.188790204786812410e+00,4.070680032980064311e+00,3.375381119764211846e+00,3.261624516968473220e+00,1.203965424696806341e+00,7.792790840568080135e-01,2.518310242459254056e+00
4.906616043850300812e+00,4.712388980403659389e+00,4.567047170746254103e+00,3.900416335736043294e+00,3.524142443227098909e+00,1.447314644191969979e+00,1.040361688885676816e+00,3.530046780521015393e+00
5.412484312935839981e+00,5.235987756020506367e+00,5.063414308567104172e+00,4.425451552140977185e+00,3.786660369677461002e+00,1.690663863486194352e+00,1.301444293714672185e+00,4.541783318692093729e+00
5.918352582020371067e+00,5.759586531579145685e+00,5.559781446387960457e+00,4.950486768921310343e+00,4.049178296290703472e+00,1.934013082552670904e+00,1.562526898514437157e+00,5.553519856861155901e+00
