# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio01/12/202200:00
1.241628498783377665e+00,5.759586531513754437e+00,4.706010171405001330e+00,3.163754699798115411e+00,3.157680958553108042e+00,4.418231549965545568e+00,2.479855609561772312e+00,2.483256997566755331e+00
1.747497284343216606e+00,6.743050562363350764e-11,5.202377825501544706e+00,3.688793686285315232e+00,3.420200510780068814e+00,4.661579169314912008e+00,-3.542247092735562930e+00,3.494994568686433212e+00
2.253366069834667584e+00,5.235987756842774843e-01,5.698745479529698343e+00,4.213832672980799998e+00,3.682720063085583195e+00,4.904926788479944122e+00,-3.281164487911393479e+00,4.506732139669335169e+00
2.759234855156796229e+00,1.047197551068293819e+00,6.195113133396613847e+00,4.738871659767374567e+00,3.945239615411054057e+00,5.148274407418315768e+00,-3.020081883203131312e+00,5.518469710313592458e+00
3.265103640861200418e+00,1.570796326801556120e+00,4.082954804581238051e-01,5.263910647229138817e+00,4.207759168048533560e+00,5.391622026389570443e+00,-2.758999278320753312e+00,2.470219745428146041e-01
3.770972426501526087e+00,2.094395102418403098e+00,9.046631346371682980e-01,5.788949634899399399e+00,4.470278720764675029e+00,5.634969645180703424e+00,-2.497916673496582973e+00,1.258759545823465942e+00
4.276841212077263421e+00,2.617993877918834755e+00,1.401030788753645950e+00,3.080331559805493669e-02,4.732798273559220448e+00,5.878317263791463354e+00,-2.236834068730367164e+00,2.270497116974940610e+00
4.782709997930288282e+00,3.141592653652097056e+00,1.897398443145394964e+00,5.558423040342734822e-01,4.995317826607167611e+00,6.121664882388730966e+00,-1.975751463847862155e+00,3.282234688680990331e+00
5.288578783715164988e+00,3.665191429268944034e+00,2.393766097468992271e+00,1.080881292678952832e+00,5.257837379733762084e+00,8.182719362224410986e-02,-1.714668859023564806e+00,4.293972260250743744e+00
5.794447569435703826e+00,4.188790204769375691e+00,2.890133751730253664e+00,1.605920281531831861e+00,5.520356932938869754e+00,3.251748118551196498e-01,-1.453586254257348997e+00,5.305709831691821421e+00
1.713104813803667525e-02,4.712388980386222670e+00,3.386501406150909332e+00,2.130959270826743079e+00,5.782876486339410427e+00,5.685224300165705458e-01,-1.192503649433306556e+00,3.426209627607335051e-02
5.229998340633930098e-01,5.235987756003069649e+00,3.882869060612936352e+00,2.655998260445732839e+00,6.045396039876406391e+00,8.118700480476332970e-01,-9.314210446088821982e-01,1.045999668126786020e+00
