# ['M2', 'S2', 'N2', 'K2', 'K1', 'O1', 'P1', 'M4']info horaria con inicio19/10/202200:00
2.489383407526536196e+00,5.235987756468745147e-01,4.919012460450654878e+00,1.332401632953218673e+00,2.241852494375074833e+00,2.870358016503775644e-01,-1.814760834324677941e+00,4.978766815053072392e+00
2.995252489650691352e+00,1.047197551147306172e+00,5.415380411110357173e+00,1.857442527284904443e+00,2.504372842512464725e+00,5.303827139348444852e-01,-1.553678229558462132e+00,5.990504979301382704e+00
3.501121572043878416e+00,1.570796326880568472e+00,5.911748362037091198e+00,2.382483422092569469e+00,2.766893190866851260e+00,7.737296262463535523e-01,-1.292595624676211141e+00,7.190578369081706001e-01
4.006990654368023819e+00,2.094395102497415451e+00,1.249310057192296597e-01,2.907524317025936611e+00,3.029413539263095867e+00,1.017076538421972653e+00,-1.031513019852041246e+00,1.730796001556461405e+00
4.512859736610679739e+00,2.617993877997847108e+00,6.212989564974327195e-01,3.432565212084737638e+00,3.291933887701067540e+00,1.260423450449388083e+00,-7.704304150858245492e-01,2.742534166041773247e+00
5.018728819009759867e+00,3.141592653614694086e+00,1.117666907432075973e+00,3.957606107502817494e+00,3.554454236297688308e+00,1.503770362449590614e+00,-5.093478102616550984e-01,3.754272330839933502e+00
5.524597901444270320e+00,3.665191429231541065e+00,1.614034858400118289e+00,4.482647003163231503e+00,3.816974584994485831e+00,1.747117274360060701e+00,-2.482652054374847594e-01,4.766010495708954409e+00
6.030466983809734671e+00,4.188790204731972722e+00,2.110402809303161931e+00,5.007687898949297889e+00,4.079494933733122330e+00,1.990464186134663027e+00,1.281739932860448405e-02,5.777748660439883110e+00
2.531507591474557728e-01,4.712388980348819700e+00,2.606770760356031502e+00,5.532728795094090657e+00,4.342015282630132589e+00,2.233811097877752339e+00,2.739000041529018326e-01,5.063015182949115456e-01
7.590198418173716988e-01,5.235987756082082001e+00,3.103138711559481067e+00,6.057769691598362982e+00,4.604535631685896746e+00,2.477158009589714993e+00,5.349826090350249252e-01,1.518039683634743398e+00
1.264888924296991846e+00,5.759586531582513658e+00,3.599506662574647464e+00,2.996252809314849941e-01,4.867055980724892983e+00,2.720504921103169327e+00,7.960652138012416223e-01,2.529777848593983691e+00
