,M2,S2,N2,K2,K1,O1,P1
2022-10-21 09:25:00,0.25117322965970423,4.9305551368940925,2.486820848515517,5.768801301708788,1.3184576491721565,5.255368578125719,3.5156756806279197
2022-10-21 09:30:00,0.29332898659134266,4.974188368205198,2.5281848444933086,5.812554709991936,1.3403343450264584,5.275647487352989,3.537432564368223
2022-10-21 09:35:00,0.3354847435156323,5.017821599516303,2.5695488404596887,5.856308118277269,1.3622110408817063,5.295926396571792,3.5591894481082735
2022-10-21 09:40:00,0.3776405004440093,5.061454830827408,2.6109128364321847,5.900061526564038,1.3840877367375253,5.316205305793936,3.5809463318484505
2022-10-21 09:45:00,0.41979625737672066,5.105088062138513,2.652276832411051,5.94381493485248,1.405964432594037,5.33648421501955,3.6027032155886274
2022-10-21 09:50:00,0.461952014305389,5.1487212934496185,2.6936408283838222,5.98756834314235,1.427841128451118,5.356763124240379,3.6244600993289313
2022-10-21 09:55:00,0.5041077712345885,5.192354524760724,2.7350048243571745,6.031321751434163,1.4497178243090225,5.37704203346074,3.6462169830691082
2022-10-21 10:00:00,0.5462635281643138,5.235987756071829,2.7763688203310224,6.075075159727906,1.4715945201677467,5.397320942680635,3.667973866809158
2022-10-21 10:05:00,0.5884192850978689,5.279620987382934,2.8177328163107287,6.1188285680228205,1.4934712160269124,5.417599851903745,3.689730750549462
2022-10-21 10:10:00,0.6305750419112179,5.323254218577624,2.859096812168186,6.162581976203004,1.5153479118285649,5.437878761063993,3.7114876342315584
2022-10-21 10:15:00,0.6727307988455777,5.366887449888729,2.9004608081486793,6.206335384501536,1.5372246076892475,5.45815767028604,3.7332445179717353
2022-10-21 10:20:00,0.7148865557763973,5.410520681199834,2.9418248041236374,6.250088792802007,1.5591013035507535,5.478436579503557,3.755001401711785
2022-10-21 10:25:00,0.7570423127107961,5.4541539125109395,2.9831888001041893,0.010656893923808752,1.580977999412573,5.498715488724162,3.776758285452216
2022-10-21 10:30:00,0.7991980695214327,5.497787143705629,3.0245527959569163,0.054410302110969866,1.6028546952171325,5.518994397878094,3.7985151691341854
2022-10-21 10:35:00,0.8413538264568867,5.541420375016735,3.0659167919385055,0.09816371041623029,1.624731391080597,5.539273307097765,3.8202720528743623
2022-10-21 10:40:00,0.8835095833885518,5.58505360632784,3.107280787914309,0.14191711872317114,1.646608086944755,5.5595522163127775,3.8420289366145393
2022-10-21 10:45:00,0.9256653404328432,5.62868683775536,3.1486447840006875,0.18567052714821486,1.668484782867818,5.5798311255813395,3.8637858204129243
2022-10-21 10:50:00,0.9678210972527026,5.67232006895005,3.190008779866684,0.22942393534210126,1.6903614786751584,5.60011003474102,3.8855427040948936
